1.01E+07	3.96E+06	2.04E+06
10181826.04	3916988.545	2036855.928
10118109.99	4051722.836	1847171.105
11063554.5	4215312.791	2395827.877
10515334.64	3675163.545	1669759.579
10375002.03	4214487.001	2280502.224
10170902.07	3833880.435	2116038.881
10956721	4219272.798	2377550.995
9786687.768	3797455.304	1907324.455
10224114.87	3639705.53	2198877.378
11163203.28	4018537.188	2087844.338
9825618.168	3850669.435	1981592.518
11236715.42	3857596.7	1908267.151
9590745.876	4396226.507	1888407.296
10899355.43	4106968.2	2102089.232
9691963.547	4324275.562	1989136.02
10565234.84	4236946.232	1807129.516
10785768.27	3724438.924	2062418.538
10410011.68	3319757.34	2149439.747
10292719.72	4292635.726	2169254.033
9523900.505	3926520.929	2141568.028
9209377.197	3484894.485	1968897.488
10568279.32	3971568.679	1868252.802
10340851.32	3744638.195	1984166.125
9411998.883	4162467.974	2351149.436
10406260.32	3971922.89	2163249.93
9427185.467	3740720.494	2199391.775
10121685	4298066.225	2094943.17
10985597.9	3603050.192	1555504.27
10358781.38	4000514.803	2041557.962
10461791.74	3811085.784	1880531.685
9413284.78	3808315.193	1842697.757
9473267.615	3956735.86	1779808.151
10060902.76	3836792.288	2306211.16
9385575.309	4071364.966	1847370.716
9351600.215	4246515.652	2440034.279
9270343.105	3794142.858	1810091.727
10078843.25	4278820.285	1639953.717
10379946.68	3969282.36	2109927.749
10492281.71	4399649.66	2082678.435
9983359.487	3594987.151	2111706.488
10412174.83	4228446.305	2064369.244
9765502.661	4166720.734	1927649.295
10560994.47	3378832.937	2115360.496
10076231.93	4372784.146	2074446.042
10246638.07	4325218.934	2218753.299
9956033.981	3665618.682	1773069.569
9874898.313	3895951.994	2312903.091
9823567.028	4129575.111	1995995.592
9682888.665	3847811.052	1820760.973
9229599.071	4185265.422	1880575.318
9976359.585	4573624.2	2304146.441
10764374.06	4158924.639	1892806.92
10331495.81	3552115.813	1713815.23
11116762.44	4029864.162	2136070.347
10602671.65	3783106.209	2154768.279
10490112.02	3475487.498	1606194.269
9995759.741	4074591.166	1993196.332
10440660.85	3899144.078	2417179.858
10439924.93	4244077.605	1584701.148
9735175.364	3817178.642	2037547.643
10078624.18	4117733.872	2067401.506
10120570.58	4315588.18	2087363.614
10420523.41	4281486.146	1839630.646
9828935.276	3961744.749	2270304.022
10008604.24	3935695.876	1944930.117
9475690.409	4292656.754	2188565.932
10412439.21	3253406.324	1674526.264
10031047.9	3735611.684	2022082.956
9379420.275	3420839.189	2092596.997
9859813.938	3585943.739	2215552.199
10096036.17	4308506.769	2316601.076
10423826.07	3607702.729	2248769.066
10989274.78	3549250.555	2042288.859
9818056.816	3813521.075	2248826.016
10055117.5	3220079.736	1732312.604
10946841.67	4030977.282	1968438.28
11486290.09	3571849.376	1814937.819
10860593.63	4372894.978	2610010.977
9958381.771	4144190.462	2428393.648
10732368.01	4445265.166	2028217.994
9522899.998	3405714.181	1930057.243
9642651.593	3910067.525	1967684.443
10165168.89	3670477.355	2212003.24
9972198.996	3930153.904	1823318.608
9429305.909	3495634.468	1891197.948
10497245.63	3838365.079	2037657.892
10375557.81	3368559.902	2251333.815
9891370.406	3685094.399	1909076.333
10431574.65	4002447.705	2195987.535
10437331.37	4025836.46	1997169.554
10149874.66	4218994.417	1884804.133
11096040.85	3859895.221	1967588.972
9130348.702	4295460.981	1829567.725
10683323.35	3837246.051	2004295.795
9957267.188	4254538.165	1629137.213
10852350.06	3544589.449	1987391.752
10848505	4352381.56	2018804.272
9844369.941	4121462.892	1555296.316
10096582.47	4335846.422	1642653.446
10184078.57	3930006.621	2012836.103
11040201.54	3286862.287	1633658.145
10437098.58	3965543.334	1785201.366
10030866.91	4090622.621	2315492.362
10005840.6	4738510.464	2338191.556
9963853.818	4380444.19	1783780.832
9840624.74	3804572.055	2439966.505
10217133.66	4213147.529	1677005.109
10116166.22	4170752.491	1763160.57
10669406.31	4205644.934	1923750.693
10528979.55	4226696.275	2050148.029
10715703.58	3942569.552	1964837.49
9684567.123	3514849.767	2170093.06
10650951.97	3555940.457	2333109.695
9511613.974	3787119.741	2018955.391
10488345.44	3419495.426	1746166.726
9453948.231	3330460.637	1913881.148
9617001.029	4036233.884	1870186.263
10183376.99	3944899.172	2301054.864
10574868.36	4362228.334	1618443.019
9512251.687	3977896.722	1995275.564
9859354.006	4147234.52	1810415.96
10274163.69	3733485.606	2046290.131
10284889.67	3707760.539	2341912.786
9532096.221	3636527.479	1586035.14
10253236.95	3438502.397	1847168.188
10540638.07	4392742.964	2009747.837
9889151.703	4047160.161	1954398.141
9739130.356	3729573.509	2166816.177
9884167.631	3669851.998	2309466.844
10661959.86	3617184.15	2038015.513
10948115.41	3906262.252	1987069.353
9895579.888	4268477.053	2083709.244
9986378.774	3975417.117	2186953.463
10442527.23	3740784.38	2025373.872
10007125.83	3735687.773	2125205.281
10177895.38	3695005.588	1844464.486
10382068.07	4098323.745	2103269.614
10384017.87	3991590.165	1993556.474
10242695.83	4475521.183	1865082.637
10361953.65	3513646.943	2090437.642
9968704.271	3684469.453	1887749.331
10052113.67	4510554.455	2200609.55
10145964.7	3436490.963	2117060.57
10059937.17	4065272.719	1961334.567
10739791.41	4289551.598	1965527.958
11008590.86	3162917.009	2060141.717
10905606.16	4146305.826	1735499.53
9799043.067	3831271.046	1919044.136
10575433.22	3825965.986	2391351.84
10640695.79	3992967.119	1743282.151
9867598.211	3677924.831	1998130.495
10523502.19	3862911.244	1705222.983
10330655	3334174.804	2421920.867
10091354.28	4481545.122	1891171.837
9811300.976	3615894.307	1773039.104
10235508.67	3291309.219	1943424.39
10227976.02	3858023.203	2038609.018
10341311.86	3679374.666	2298462.88
10334591.87	3738955.03	1812718.149
10506455.19	3424214.916	2312838.604
9935470.732	3673297.238	1797044.146
10309171.67	4064274.003	2302051.662
9977742.415	4581583.788	2248053.193
10712644.03	3581171.957	1970072.076
9364231.607	4100670.119	2114962.224
9821980.648	4192225.489	2100858.079
9748512.398	3593973.436	2476609.097
10073459.18	3570608.685	1866602.243
10446983.42	4180039.325	2022483.227
9458805.586	3266366.408	1490444.776
10108599.56	4040468.629	1771722.61
10204446.57	4397035.982	1831092.196
10071867.31	4011700.536	1994368.986
