9605828.667	3995035.453	2100243.892
9881906.989	3792763.945	2218652.47
10948209.64	4491785.555	2266114.796
9860922.829	3242061.639	1882066.009
9919177.794	3418780.78	1982726.734
10133218.3	3517554.912	1869567.097
10483240.91	3839853.46	2266805.257
10420842.21	3781160.824	1951436.923
9829989.128	3555057.548	1789278.647
11226718.27	3530807.551	1794204.598
9599644.92	4188020.707	2079853.834
10216804.99	3391078.066	1536709.201
10458472.07	3538024.966	2420374.531
10668638.86	3342676.165	2046808.329
10048190.75	4008832.959	2292278.267
9713749.374	3563186.421	2107121.982
10025166.99	3495902.05	1956465.805
10716658.89	4037025.474	1864639.996
9675378.57	3848133.825	1974221.604
9636898.94	3200200.824	1584667.011
10515368.01	3966115.804	1750995.825
10338616.13	3842931.006	1839277.595
10299729.99	4735424.478	2115178.144
10271447.15	3992070.19	2156774.004
10246455.95	4924546.844	2140823.617
10381078.94	3786528.516	1870036.574
9902563.638	3863662.562	2283818.061
10291963.25	4265055.794	1747025.262
10529067.16	3842196.72	2260239.959
10014371.19	4108414.949	1752398.406
10748101.88	4309790.217	1957704.36
10219981.76	4077648.073	2119063.832
10195691.03	3559573.385	2026274.949
9633718.327	4115306.186	2055764.529
10640511.51	3703947.848	2295928.158
10396707.71	3903791.545	1830484.152
10596139.41	4485676.32	1938956.771
10106029.05	4020124.754	2339408.102
10653265.29	3976576.136	2038939.806
9899783.238	3741958.454	2177676.817
9871040.72	3830938.562	1871947.2
10567259.64	3765049.026	2141444.683
9679679.378	2997492.451	2186161.526
9773055.096	3988127.593	1997227.367
10482664.01	3805174.857	1774058.884
10059011.07	3483264.164	2116513.102
10508081.7	3710101.013	1981925.974
10039534.67	4185477.115	2061167.677
10234695.04	3537595.015	1754096.706
10085721.32	3990961.404	1714017.891
11113528	3753456.63	1791677.181
10707401.79	3890879.754	2386361.45
10767324.46	3872707.3	2031693.965
10770378.05	3636629.193	2103876.049
9260410.564	3899712.243	1772879.884
9287309.561	4034403.979	1696115.783
10298071.63	4168569.134	1897269.673
9682696.954	4337202.726	1567934.975
9608001.559	4723220.845	2019093.852
10079435.33	3927817.349	1856412.716
9693947.682	3026893.938	1967080.844
10992515.32	4133993.184	2218397.774
9842066.16	3786703.153	1794574.706
9734629.541	3634936.115	2360059.784
10659532.88	4105240.601	2102032.458
10814713.03	3783109.362	1991545.395
9708180.44	3785467.27	1822124.111
9771272.087	3784811.615	2375953.496
10889517.28	3372816.702	1615632.401
9761132.921	3869563.397	2253439.977
11182648.16	3616091.005	2105193.796
10081736.35	4074917.577	2103520.253
10485112.64	3930206.456	2096607.038
9880978.325	4222440.618	1883894.358
10023091.6	4027890.711	2140543.224
9896354.618	3320756.043	1611366.037
10076211.29	3541652.05	1888777.43
9117751.659	3700053.987	2117633.269
10314239.91	4116604.337	1988463.453
10636843.61	4132138.097	1671738.288
9783104.185	2960727.885	1711517.888
11000898.23	4789305.081	2123587.173
10179570.85	4020914.669	2209041.194
10875818.24	3573890.379	2408560.094
10105020.19	4942185.883	1804989.154
10070442.42	3852823.122	1991371.07
10061432.24	3846547.286	2044186.216
10348573.8	3880399.534	2238824.361
11128736.57	4342067.432	1820508.698
10015598.85	3820095.722	1987743.124
9967204.83	4224679.68	1700693.974
9774226.682	3934806.33	1812837.348
10229256.61	3691478.439	1881437.394
9562647.479	3750204.058	1956921.548
10163855.23	4448098.918	1890470.635
9488900.108	3823123.248	1749790.646
10338508.4	4213059.409	2496265.079
10518582.36	3233252.28	2133374.085
10391885.47	4047254.011	2117932.447
10621270.5	3797215.432	2019692.453
10366826.85	3318068.123	1541168.984
10594891.7	3918764.578	1724095.128
10574204.72	3925414.385	1757461.215
10968760.4	3887644.718	2491453.426
10613118.89	3770980.908	1840065.028
8983702.431	3437664.104	2078800.084
10832649.01	4172237.566	1737257.769
10725876.67	3304190.31	1665244.781
9547163.253	4054549.128	2141996.261
11278214.29	3648829.945	2090542.367
10373071.36	4288606.504	2046929.973
10235136.47	4385059.136	1949882.893
9853582.399	3679559.404	1941530.979
10241518.12	3888531.556	1872947.73
10194370.84	4188511.128	1939011.412
10023598.38	4360615.503	1874198.452
9970405.563	3787181.043	1751464.989
9611952.52	4086528.424	1941667.684
9671951.662	4090798.795	1884005.192
9732625.016	3305748.868	2195603.042
10566738.91	4464918.91	2327237.438
9839789.856	3886410.948	2212825.883
10560072.27	3645576.19	2098492.661
10467631.23	4020899.066	2149742.784
10127938.01	3437522.608	2065579.234
10761890.35	2956259.35	2119816.334
