# reward	DS0	DS1	DS2	DS3	_DS4	Rft	Casualty	Cost	Resilce	CarbnEm	Enbbd
319.8500648	32	61	125	124	132	0	299	9765502.661	161863.6595	152695.1419	389870.5654
305.531874	31	49	119	120	155	0	283	10560994.47	179912.6415	169511.8724	415763.5844
307.7214209	32	37	133	130	142	0	313	10076231.93	174586.9343	181238.6691	407730.5793
307.921059	28	41	137	120	148	0	272	10246638.07	176143.8824	183789.8234	412175.8189
313.8951833	28	59	115	134	138	0	272	9956033.981	168298.6178	158649.8716	400149.7234
316.2303527	26	62	139	113	134	0	342	9874898.313	167144.7547	160094.913	379723.588
318.9069425	29	55	133	126	131	0	226	9823567.028	169839.6517	164854.3989	391278.2571
315.9356607	31	53	128	132	130	0	313	9682888.665	166722.8918	157863.5268	389153.8925
314.5976175	34	60	122	123	135	0	229	9229599.071	169544.0585	152526.6805	372716.672
312.6900381	40	48	119	122	145	0	257	9976359.585	174840.3703	158492.3119	402023.1838
301.9547375	30	44	122	112	166	0	281	10764374.06	179094.7728	192313.4099	433068.8581
309.0599736	23	48	130	129	144	0	284	10331495.81	173064.0061	163916.3083	410058.2714
305.5243901	26	49	129	112	158	0	264	11116762.44	175820.2214	198281.4772	439786.6179
307.3013773	29	48	131	112	154	0	280	10602671.65	172528.5729	180706.3816	415977.8346
305.6218021	27	53	120	121	153	0	289	10490112.02	170829.5631	188323.457	427458.2388
313.0439667	32	57	125	126	134	0	230	9995759.741	166268.1802	173212.2153	402911.6363
311.9901347	29	56	119	123	147	0	275	10440660.85	174008.1472	169896.541	410448.0027
303.0443925	26	41	127	123	157	0	361	10439924.93	183120.6117	182315.3777	429845.0571
310.6867912	30	46	142	113	143	0	328	9735175.364	172656.5778	159742.8887	384857.9947
315.3800017	39	50	124	118	143	0	222	10078624.18	174988.6112	166032.7826	398697.458
304.83029	25	48	112	138	151	0	209	10120570.58	176768.9206	167596.6108	414861.4993
308.8896146	28	60	111	122	153	0	309	10420523.41	177487.7493	169521.258	415945.5419
309.2006718	40	49	128	107	150	0	256	9828935.276	179372.8616	167219.7402	394583.8101
309.5053754	23	68	116	118	149	0	307	10008604.24	175779.3389	168666.4282	405835.9923
320.3429305	34	48	134	131	127	0	212	9475690.409	165945.0246	156066.3371	375251.529
306.5171656	25	60	118	116	155	0	282	10412439.21	175109.3846	188490.4494	408492.0552
308.7539654	18	60	128	120	148	0	260	10031047.9	174492.1004	172819.8844	402052.5306
315.6308749	24	50	141	119	140	0	276	9379420.275	171887.5528	153129.8036	379539.6114
307.723389	33	42	128	130	141	0	271	9859813.938	173555.5477	169584.983	385418.6934
311.4226522	43	35	124	124	148	0	265	10096036.17	171623.9729	158774.3118	387779.6332
307.4681523	28	47	132	110	157	0	284	10423826.07	176535.116	184061.541	406388.9208
301.5393819	32	47	128	107	160	0	339	10989274.78	183476.6491	186843.0816	427627.7531
307.2402163	23	51	132	120	148	0	251	9818056.816	172633.0791	173418.3483	394005.3667
306.9107686	31	58	111	122	152	0	275	10055117.5	173204.2362	168431.1182	394017.1457
305.8642161	25	46	125	124	154	0	268	10946841.67	181315.0895	170943.2696	427879.6368
293.1731035	23	42	106	127	176	0	272	11486290.09	187540.4427	198595.4659	473877.6786
301.7481332	30	52	118	112	162	0	295	10860593.63	176254.3148	181992.0975	439072.571
306.7563908	39	38	117	138	142	0	220	9958381.771	170789.2498	172554.4852	401834.9106
311.4157414	33	57	117	117	150	0	302	10732368.01	172425.7444	173766.0393	412826.0484
312.6287051	34	51	122	132	135	0	274	9522899.998	171471.6015	161287.647	385342.4865
314.337436	26	58	135	118	137	0	285	9642651.593	171980.9814	165610.0756	390862.1904
308.7830217	31	46	126	129	142	0	336	10165168.89	177575.5667	167356.1172	397494.875
312.1746241	35	47	124	128	140	0	245	9972198.996	170704.9895	160124.6006	400682.8523
314.7821945	28	61	127	128	130	0	231	9429305.909	163422.4733	159196.8402	374132.4316
305.296266	26	56	116	128	148	0	248	10497245.63	176072.0769	177230.758	423083.9675
311.5380493	34	52	116	133	139	0	266	10375557.81	170684.4331	174587.1941	411288.7194
306.3105663	26	54	121	122	151	0	282	9891370.406	175663.3469	161402.9729	390914.6388
310.182721	25	52	122	126	149	0	256	10431574.65	168656.2175	166108.4323	421426.6028
307.7955825	32	43	126	135	138	0	322	10437331.37	175377.9047	175433.9067	401549.9204
310.3655266	31	45	131	128	139	0	242	10149874.66	176498.6067	165348.4612	401543.1332
301.4545293	25	39	113	137	160	0	280	11096040.85	178563.6168	171328.9451	442557.7693
322.6347073	35	58	146	113	122	0	195	9130348.702	165692.7259	137295.7818	363455.8469
304.407601	36	46	104	141	147	0	293	10683323.35	174710.1487	173651.8902	429913.3844
312.9657775	31	56	127	116	144	0	258	9957267.188	166500.888	154801.4605	397872.7329
306.3294103	38	46	116	117	157	0	277	10852350.06	178904.6814	173206.4264	427629.1467
303.0430747	28	50	111	128	157	0	289	10848505	179521.8103	175447.8214	425795.3001
317.6246656	33	57	127	120	137	0	318	9844369.941	166301.9612	146943.3405	390183.1945
305.7050936	37	34	124	131	148	0	249	10096582.47	175599.6971	165214.6014	406207.946
314.8360297	36	43	140	111	144	0	267	10184078.57	168356.0329	154113.4247	393300.8402
300.2772739	26	47	129	108	164	0	306	11040201.54	180934.8732	173256.1198	429136.1357
311.8893007	36	54	121	110	153	0	189	10437098.58	176105.8152	183208.4916	407214.2217
314.1258626	33	49	126	131	135	0	286	10030866.91	174639.1644	170393.0313	399115.8397
310.0056524	24	62	128	114	146	0	339	10005840.6	175095.3201	159277.5834	398060.9575
309.9899541	30	51	120	130	143	0	237	9963853.818	168851.9859	155643.0944	395217.3249
309.3438809	21	65	136	98	154	0	262	9840624.74	177791.3051	166459.2979	393871.555
309.7505379	35	47	128	117	147	0	287	10217133.66	175239.9453	155992.76	408178.8435
312.1955528	43	44	112	132	143	0	234	10116166.22	171757.2451	165445.8661	400086.2459
303.2820023	24	42	127	115	166	0	340	10669406.31	182686.5404	180681.6864	434601.5836
308.7555194	25	56	120	123	150	0	333	10528979.55	177753.1421	176559.3195	414798.3619
307.7082302	35	43	125	116	155	0	329	10715703.58	177873.5714	186832.1515	421195.8989
315.1777637	35	45	124	142	128	0	262	9684567.123	163802.5609	156600.6162	382603.7431
311.0848058	24	39	127	144	140	0	285	10650951.97	179564.7687	186737.5967	422808.9498
323.0446836	36	51	131	138	118	0	313	9511613.974	162508.2769	165178.1411	380318.1338
304.4342802	28	47	106	142	151	0	308	10488345.44	180094.4325	179079.3303	422438.7997
316.452303	32	64	125	108	145	0	272	9453948.231	173422.8034	153932.3407	383012.5978
317.2043243	32	45	137	131	129	0	257	9617001.029	167850.6656	150110.5869	377954.6936
